node_id,acct,domain,degree,clustering,pagerank,avg_neighbor_degree
110235069989497378,KouThor,mastodon.social,2,0,0.005489980785129924,2.0
13179,Mastodon,mastodon.social,2,0,0.005489980785069245,2.0
870841,alwinin,mastodon.social,2,0,0.005489980785070628,2.0
115184500281635609,evanwill,mastodon.social,2,0,0.0054899807850673004,2.0
115120625779867465,olafdahl,mastodon.social,2,0,0.0054899807850673395,2.0
115091361782854204,dittygoops,mastodon.social,2,0,0.00548998078506725,2.0
114580550524447611,ieeespectrum,mastodon.social,2,0,0.00548998078506725,2.0
115003439810752909,t_duan,mastodon.social,2,0,0.00548998078506725,2.0
114871491455669099,dh2026daejeon,mastodon.social,2,0,0.00548998078506725,2.0
113402170275931730,SARAHINDRYANIAZIZAH,mastodon.social,2,0,0.00548998078506725,2.0
1292897,diegodlh,mastodon.social,2,0,0.00548998078506725,2.0
10943,jbr,mastodon.social,2,0,0.00548998078506725,2.0
114365853169933224,Duesie,mastodon.social,2,0,0.00548998078506725,2.0
112461634985138485,parsaaz,mastodon.social,2,0,0.00548998078506725,2.0
113889939967765256,fchabot,mastodon.social,2,0,0.00548998078506725,2.0
113442126244659965,mthpvg,mastodon.social,2,0,0.00548998078506725,2.0
113856844671777627,kamleshsuresh,mastodon.social,2,0,0.00548998078506725,2.0
113435271589968932,agoutsmedt,mastodon.social,2,0,0.00548998078506725,2.0
113763816994203004,sheringford,mastodon.social,2,0,0.00548998078506725,2.0
113692608122874001,ms192,mastodon.social,2,0,0.00548998078506725,2.0
113743126042402337,Aalena789,mastodon.social,2,0,0.00548998078506725,2.0
113726377529232531,davidgraver,mastodon.social,2,0,0.00548998078506725,2.0
113701711776850637,dotsie,mastodon.social,2,0,0.00548998078506725,2.0
113302576248911632,notdaniel_,mastodon.social,2,0,0.00548998078506725,2.0
113612106840946806,ashutoshmehra,mastodon.social,2,0,0.00548998078506725,2.0
113580466842122008,alex_lee,mastodon.social,2,0,0.00548998078506725,2.0
113485005846936679,ThadMcIlroy,mastodon.social,2,0,0.00548998078506725,2.0
113350078674311227,sugiyama738,mastodon.social,2,0,0.00548998078506725,2.0
111866393669096381,vhtc,mastodon.social,2,0,0.00548998078506725,2.0
113233052447315116,ndrezner,mastodon.social,2,0,0.00548998078506725,2.0
107057825694335801,zarirmadon,mastodon.social,2,0,0.00548998078506725,2.0
110652193121739862,saadfrhan,mastodon.social,2,0,0.00548998078506725,2.0
111266912401312685,tshwanelo,mastodon.social,2,0,0.00548998078506725,2.0
112910721039832763,AlgoCompSynth,mastodon.social,2,0,0.00548998078506725,2.0
112843801096621182,mariellk,mastodon.social,2,0,0.00548998078506725,2.0
559173,arossp,mastodon.social,2,0,0.00548998078506725,2.0
112634612724956519,nevmenandr,mastodon.social,2,0,0.00548998078506725,2.0
109374616082900927,jadp,mastodon.social,2,0,0.00548998078506725,2.0
39894,coty,mastodon.social,2,0,0.00548998078506725,2.0
112466812316237320,CuriOuroboros,mastodon.social,2,0,0.00548998078506725,2.0
108196551559051903,wildebees,mastodon.social,2,0,0.00548998078506725,2.0
213939,raiderrobert,mastodon.social,2,0,0.00548998078506725,2.0
109252341754783953,keithwilson,mastodon.social,2,0,0.00548998078506725,2.0
112339386306332928,kottke,mastodon.social,2,0,0.00548998078506725,2.0
111585904638150314,quillmatiq,mastodon.social,2,0,0.00548998078506725,2.0
110441535131897219,gutenberg_org,mastodon.social,2,0,0.00548998078506725,2.0
112181615441689686,RebeccaSpang,mastodon.social,2,0,0.00548998078506725,2.0
19616,giocomai,mastodon.social,2,0,0.00548998078506725,2.0
109959927074264355,askebrock,mastodon.social,2,0,0.00548998078506725,2.0
893373,developerjustin,mastodon.social,2,0,0.00548998078506725,2.0
111984585132440586,smkellat,mastodon.social,2,0,0.00548998078506725,2.0
598061,pascaliensis,mastodon.social,2,0,0.00548998078506725,2.0
111301195217680847,frederickaplan,mastodon.social,2,0,0.00548998078506725,2.0
111295592917605395,mauforonda,mastodon.social,2,0,0.00548998078506725,2.0
109245063176478371,natalieroxburgh,mastodon.social,2,0,0.00548998078506725,2.0
110159724652257619,kconrad,mastodon.social,2,0,0.00548998078506725,2.0
110266162634306901,arstechnica,mastodon.social,2,0,0.00548998078506725,2.0
321779,gcampax,mastodon.social,2,0,0.00548998078506725,2.0
226196,scalzi,mastodon.social,2,0,0.00548998078506725,2.0
109251695345631642,yangfeng,mastodon.social,2,0,0.00548998078506725,2.0
109913066849585282,bndktgrs,mastodon.social,2,0,0.00548998078506725,2.0
19522,VCP,mastodon.social,2,0,0.00548998078506725,2.0
109258222978707995,adamgurri,mastodon.social,2,0,0.00548998078506725,2.0
410616,kangaroo5383,mastodon.social,2,0,0.00548998078506725,2.0
26897,mmasnick,mastodon.social,2,0,0.00548998078506725,2.0
109257023563767118,jeffgreene,mastodon.social,2,0,0.00548998078506725,2.0
38463,ethanschoonover,mastodon.social,2,0,0.00548998078506725,2.0
109897951549644550,jonathonschuler,mastodon.social,2,0,0.0054899807850673395,2.0
109291693145480049,rcourt,mastodon.social,2,0,0.0054899807850673004,2.0
109316204406574421,aptshadow,mastodon.social,2,0,0.005489980785070628,2.0
34541,sgillies,mastodon.social,2,0,0.005489980785069245,2.0
109248245724223725,HPC_Guru,mastodon.social,2,0,0.005489980785129924,2.0
109246207331065629,dapostrophe,mastodon.social,2,0,0.005489980785106385,2.0
109246123088278861,mimsical,mastodon.social,2,0,0.005489980785826284,2.0
2400,taylorlorenz,mastodon.social,2,0,0.005489980785572133,2.0
109257982635114466,QasimRashid,mastodon.social,2,0,0.005489980791825581,2.0
109504525764273718,EricFrohnhoefer,mastodon.social,2,0,0.005489980789897267,2.0
109373774912342849,wonderofscience,mastodon.social,2,0,0.00548998083236406,2.0
1,Gargron,mastodon.social,2,0,0.0054899808217162924,2.0
35703,caseynewton,mastodon.social,2,0,0.005489981057007165,2.0
109355700962815786,georgetakei@universeodon.com,universeodon.com,1,0,0.00548998078506725,1.0
109284797299145160,machinelearning@a.gup.pe,a.gup.pe,1,0,0.004226226107112851,2.0
109363403077079766,machinelearning@techhub.social,techhub.social,0,0,0.000823497117760088,0.0
109522036349725300,angie@androiddev.social,androiddev.social,0,0,0.000823497117760088,0.0
109288676922109415,ct_bergstrom@fediscience.org,fediscience.org,0,0,0.000823497117760088,0.0
109331373053799696,julialang@a.gup.pe,a.gup.pe,2,0,0.008017490140976058,1.0
109313221379804811,ia@mastodon.online,mastodon.online,1,0,0.0038526180947840143,2.0
69803,Framasoft@framapiaf.org,framapiaf.org,1,0,0.00548998078506725,1.0
111380493736694222,tipe_off_pain,mastodon.social,2,0,0.005489981015647415,2.0
109294418797354347,visnut@aus.social,aus.social,1,0,0.00548998078506725,1.0
109497527049648799,th3c4rp3n73r@mastodon.online,mastodon.online,2,0,0.0071273434753504885,1.5
109226011749982541,brohrer,mastodon.social,2,0,0.005489982113223169,2.0
114280076715268826,hmason@hexa.club,hexa.club,0,0,0.000823497117760088,0.0
110131324225423646,lisacmuth@vis.social,vis.social,0,0,0.000823497117760088,0.0
109484404763362246,jaceklaskowski@fosstodon.org,fosstodon.org,1,0,0.004226226107112851,2.0
109320899984330026,profbriancox@universeodon.com,universeodon.com,1,0,0.00548998078506725,1.0
109365658252980987,davidfowl@hachyderm.io,hachyderm.io,2,0,0.006559467940766431,2.0
109394187836120803,inundata@hachyderm.io,hachyderm.io,2,0,0.0067537354630216526,1.5
109260093830541357,robjhyndman@aus.social,aus.social,1,0,0.00548998078506725,1.0
109435219000039576,cosmoquestx@scicomm.xyz,scicomm.xyz,0,0,0.000823497117760088,0.0
109529448224778188,fastml@sigmoid.social,sigmoid.social,1,0,0.004226226107112851,2.0
109283657545647369,Hickl@mastodon.online,mastodon.online,2,0,0.0071273434753504885,1.5
109349864650760475,jennybryan@fosstodon.org,fosstodon.org,2,0,0.008017490140976058,1.0
109372878188920164,dwizzzle@infosec.exchange,infosec.exchange,2,0,0.0067537354630216526,1.5
109484172185286296,brunosan@fosstodon.org,fosstodon.org,1,0,0.004226226107112851,2.0
109258762093949752,dave_aitel,mastodon.social,2,0,0.005489982028023128,2.0
109214702158432524,angebassa,mastodon.social,2,0,0.005489986452376932,2.0
109352946332271974,warpling,mastodon.social,2,0,0.005489986679147227,2.0
109339913369371835,neiljhaveri,mastodon.social,2,0,0.0054900024729390645,2.0
109508846858665050,winston_chang,mastodon.social,2,0,0.00549000593720854,2.0
109502260753916593,Popehat,mastodon.social,2,0,0.005490057172777841,2.0
109405024768338394,AshaRangappa@masto.ai,masto.ai,0,0,0.000823497117760088,0.0
109378871136888374,shanselman@hachyderm.io,hachyderm.io,1,0,0.00369148252926326,2.0
109287238322154670,dataandpolitics@mastodon.me.uk,mastodon.me.uk,0,0,0.000823497117760088,0.0
108228513830587471,emptywheel,mastodon.social,2,0,0.005490079379660902,2.0
109244667345297775,vihart,mastodon.social,2,0,0.00549023489168557,2.0
109286542736248422,markhertling@mstdn.social,mstdn.social,1,0,0.00548998078506725,1.0
109263575770648911,nonfamous@sfba.social,sfba.social,0,0,0.000823497117760088,0.0
1133610,NASA@mstdn.social,mstdn.social,1,0,0.00548998078506725,1.0
109283198109184387,MuellerSheWrote@mastodon.online,mastodon.online,1,0,0.0038526180947840143,2.0
108336094414393859,quanta_bot@social.platypush.tech,social.platypush.tech,0,0,0.000823497117760088,0.0
108199991648158833,rstats@a.gup.pe,a.gup.pe,1,0,0.004226226107112851,2.0
459969,neiltyson,mastodon.social,2,0,0.005490342587160252,2.0
463511,Cmastication,mastodon.social,2,0,0.005490798632439051,2.0
29256,AstroKatie,mastodon.social,2,0,0.005491245270767909,2.0
108196926365234436,Pwnallthethings,mastodon.social,2,0,0.0054925777974495155,2.0
109288075101170190,SwiftOnSecurity@infosec.exchange,infosec.exchange,1,0,0.00369148252926326,2.0
31767,Mudge,mastodon.social,2,0,0.005494253496066643,2.0
29148,thegrugq,mastodon.social,2,0,0.00549821962213033,2.0
114466524928076084,spectrum.ieee.org@bsky.brid.gy,bsky.brid.gy,1,0,0.004226226107112851,2.0
113997432540229032,yvesdaigle@qlub.social,qlub.social,0,0,0.000823497117760088,0.0
114370265015144938,marnixbakker@pixelfed.social,pixelfed.social,0,0,0.000823497117760088,0.0
113568469131190775,Theresacityinmymind@mas.to,mas.to,2,0,0.008017490140976058,1.0
115200072495828908,raveregatta,mastodon.social,2,0,0.0055041102368257626,2.0
113630357003877826,multicellgenome.bsky.social@bsky.brid.gy,bsky.brid.gy,2,0,0.008017490140976058,1.0
109384336686489395,grammargirl@zirk.us,zirk.us,0,0,0.000823497117760088,0.0
114987405684810628,dipriya,mastodon.social,2,0,0.005516236186813626,2.0
115016318000309777,element_112,mastodon.social,2,0,0.005536120562710296,2.0
109370405535176566,txantxibiri@mastodon.eus,mastodon.eus,0,0,0.000823497117760088,0.0
112602726812903759,Forestecosystems,mastodon.social,2,0,0.005574080450441165,2.0
114795567269299209,nicolafioretti@mastodon.uno,mastodon.uno,0,0,0.000823497117760088,0.0
42163,teixi,mastodon.social,2,0,0.005639648399480079,2.0
541871,christa@friend.camp,friend.camp,0,0,0.000823497117760088,0.0
115000811491192529,PrintsPaintingsPhotos,mastodon.social,2,0,0.005760354321662341,2.0
85812,pvergain@framapiaf.org,framapiaf.org,1,0,0.00548998078506725,1.0
113783497857295366,retrophotos,mastodon.social,2,0,0.005973923639928312,2.0
114764120811244221,brianvastag@mas.to,mas.to,1,0,0.004226226107112851,2.0
113826915124409908,heatherpaterson.co.uk@bsky.brid.gy,bsky.brid.gy,1,0,0.004226226107112851,2.0
114952999544151702,kris1@defcon.social,defcon.social,0,0,0.000823497117760088,0.0
114713397256432682,float13@masto.hackers.town,masto.hackers.town,0,0,0.000823497117760088,0.0
113341827297837859,AlcorNews,mastodon.social,2,0,0.0063609936580025705,1.5
114809402485315676,Ziplok,mastodon.social,1,0,0.0035263162532682664,2.0
