id,author,favourites,language,reblogs,replies,tags,url
115283452512170808,rettichschnidi@swiss.social,2,en,0,0,,https://swiss.social/@rettichschnidi/115283452479546645
115283466134068636,herrbentele@chaos.social,0,en,0,1,,https://chaos.social/@herrbentele/115283466103507101
115283469579939167,rettichschnidi@swiss.social,0,en,0,1,"raiffeisenbank,wittenbach",https://swiss.social/@rettichschnidi/115283469547779621
115283657289903520,herrbentele@chaos.social,0,en,0,0,,https://chaos.social/@herrbentele/115283657261777085
115284192631842954,normjess@tech.lgbt,0,en,0,0,,https://tech.lgbt/@normjess/115284192610160879
115283429708459057,daninani@troet.cafe,3,de,1,0,tatort,https://troet.cafe/@daninani/115283429683481048
115283545641457391,daninani@troet.cafe,1,de,0,0,,https://troet.cafe/@daninani/115283545584764663
115283385511709820,kevinrns@mstdn.social,26,en,15,0,"ai,asbestos,hazmat,slop,aislop",https://mstdn.social/@kevinrns/115283385381970793
115281714198009313,Configures@mindly.social,42,en,24,2,,https://mindly.social/@Configures/115281714150906189
115283306486124250,jackwilliambell@rustedneuron.com,2,en,1,1,"economic,Polycrisis",https://rustedneuron.com/@jackwilliambell/115283300802543817
115283319731795222,jackwilliambell@rustedneuron.com,2,en,0,1,,https://rustedneuron.com/@jackwilliambell/115283316780691825
115283338697165427,jackwilliambell@rustedneuron.com,2,en,0,1,,https://rustedneuron.com/@jackwilliambell/115283336656018364
115283348913341896,jackwilliambell@rustedneuron.com,5,en,1,0,,https://rustedneuron.com/@jackwilliambell/115283347006285645
115283245492136107,falken@qoto.org,0,en,0,1,"ai,llm,glasshole,meta,MetaAI,rayban",https://qoto.org/@falken/115283245423109268
115283334663135213,annehargreaves@ioc.exchange,1,en,0,0,,https://ioc.exchange/@annehargreaves/115283334575415002
115283238361696706,BeaBi@troet.cafe,1,de,0,0,"ki,ai,rente,krankenkasse,pflege",https://troet.cafe/@BeaBi/115283238268450000
115283752176022383,surfhosting@mastodon.pirateparty.be,1,en,0,1,,https://mastodon.pirateparty.be/@surfhosting/115283752112083775
115284085234981436,boor,1,en,0,0,,https://mastodon.social/@boor/115284085234981436
115283459316031938,motoridersd@pug.ninja,0,en,0,1,,https://pug.ninja/@motoridersd/115283459082350799
115283510813987735,elfkin@woof.group,0,en,0,3,,https://woof.group/@elfkin/115283510601412440
115283555430281076,toddbuddy@4bear.com,1,en,0,0,,https://4bear.com/@toddbuddy/115283555350940914
115283560893979077,motoridersd@pug.ninja,0,en,0,2,,https://pug.ninja/@motoridersd/115283560654426850
115283609422503700,elfkin@woof.group,0,en,0,0,,https://woof.group/@elfkin/115283609219637984
115283656868332240,seismic007@woof.group,0,en,0,1,,https://woof.group/@seismic007/115283656758754726
115283914659499376,elfkin@woof.group,2,en,0,0,,https://woof.group/@elfkin/115283914231753360
115283585367650870,toddbuddy@4bear.com,1,en,0,0,,https://4bear.com/@toddbuddy/115283585161303967
115283174450591775,vol4life8657@tweesecake.social,0,en,0,1,,https://tweesecake.social/@vol4life8657/115283174410801992
115283247598504452,tinygirl@mstdn.social,0,en,0,0,,https://mstdn.social/@tinygirl/115283247530245047
115283077013528084,cyberlyra@hachyderm.io,1,en,0,1,,https://hachyderm.io/@cyberlyra/115283076916715869
115283129174725974,flypig,0,en,0,1,,https://mastodon.social/@flypig/115283129174725974
115283252112457936,poetaster@mastodon.gamedev.place,2,en,0,1,,https://mastodon.gamedev.place/@poetaster/115283252065671566
115283285960796675,flypig,1,en,0,1,,https://mastodon.social/@flypig/115283285960796675
115283777686853355,poetaster@mastodon.gamedev.place,1,en,0,0,,https://mastodon.gamedev.place/@poetaster/115283777651961312
115283680187512538,jfrench@cupoftea.social,3,en,1,0,,https://cupoftea.social/@jfrench/115283680113198821
115283810408858202,Nerde@beige.party,0,en,0,0,,https://beige.party/@Nerde/115283810359430069
115284277384065625,wisecat@fosstodon.org,0,en,1,0,,https://fosstodon.org/@wisecat/115284277353097019
115282990964199214,dashremover,0,en,0,0,doomposting,https://mastodon.social/@dashremover/115282990964199214
115283010970626972,nazokiyoubinbou@urusai.social,0,en,1,0,,https://urusai.social/@nazokiyoubinbou/115283010900983535
115283081350683027,haitchfive@oldbytes.space,0,en,0,0,,https://oldbytes.space/@haitchfive/115283081151704814
115282953767054798,nazokiyoubinbou@urusai.social,0,en,0,0,,https://urusai.social/@nazokiyoubinbou/115282953648398297
115282981981311600,thijs@ieji.de,1,en,0,1,,https://ieji.de/@thijs/115282981914565779
115282995007462933,ErikJonker,0,en,0,1,,https://mastodon.social/@ErikJonker/115282995007462933
115283336743769722,thijs@ieji.de,0,en,0,0,,https://ieji.de/@thijs/115283336695569139
115283172059261913,Jigsaw_You@mastodon.nl,1,en,0,0,,https://mastodon.nl/@Jigsaw_You/115283171939574822
115282892399275511,synapsenkitzler@digitalcourage.social,0,de,0,0,"ki,ai",https://digitalcourage.social/@synapsenkitzler/115282892291909365
115282888691811135,fedistats@techhub.social,0,en,0,0,,https://techhub.social/@fedistats/115282888666923792
115282883963387309,synapsenkitzler@digitalcourage.social,2,de,1,0,"ki,ai",https://digitalcourage.social/@synapsenkitzler/115282883863569159
115282850603572991,chrisstoecker,19,de,12,4,,https://mastodon.social/@chrisstoecker/115282850603572991
115282882917326060,thegib@mastodon.uno,1,it,0,0,,https://mastodon.uno/@thegib/115282882634211445
115282803876487597,prompt@streetwi.se,0,sv,0,0,"ai,artificialintelligence,neuralnetworks,mythbuster,factcheck,debunked,PromptEngineering,aiprompts,techeducation,digitalliteracy",https://streetwi.se/@prompt/115282803842855331
115282777711790998,neo@psynet.me,0,en,0,1,"ai,vibecoding",https://soc.psynet.me/@neo/115282777592725676
115282759764341521,neo@psynet.me,0,en,0,1,"jetbrains,junie,ai,vibecoding",https://soc.psynet.me/@neo/115282759694145073
115283681847748272,martin@friends.mbober.de,0,en,0,0,,https://friends.mbober.de/display/b22eb8e8-3768-d992-021b-50f263310225
115282985674661861,dandylover1@someplace.social,1,en,0,0,,https://someplace.social/@dandylover1/115282985607889153
115283632871947460,seere,0,en,0,1,,https://mastodon.social/@seere/115283632871947460
115283775917449476,xenodium@indieweb.social,1,en,0,0,,https://indieweb.social/@xenodium/115283775847152097
115282603651360393,yacc143,0,en,0,1,,https://mastodon.social/@yacc143/115282603651360393
115282603672636202,yacc143,0,en,1,1,,https://mastodon.social/@yacc143/115282603672636202
115283527504921859,yacc143,0,en,0,1,,https://mastodon.social/@yacc143/115283527504921859
115283527533761121,yacc143,0,en,0,1,,https://mastodon.social/@yacc143/115283527533761121
115283527551398928,yacc143,0,en,0,0,,https://mastodon.social/@yacc143/115283527551398928
115283273667219708,snowless@defcon.social,0,en,0,0,,https://defcon.social/@snowless/115283273626650531
115282800831911011,rbassett@mathstodon.xyz,2,en,2,1,,https://mathstodon.xyz/@rbassett/115282800652318232
115284086201346361,phonner@mathstodon.xyz,0,en,0,1,,https://mathstodon.xyz/@phonner/115284086087199742
115284088415900893,phonner@mathstodon.xyz,0,en,0,1,,https://mathstodon.xyz/@phonner/115284088326378165
115284524968341137,dneary@mathstodon.xyz,0,en,0,1,,https://mathstodon.xyz/@dneary/115284524893753115
115284593057602635,phonner@mathstodon.xyz,0,en,0,0,,https://mathstodon.xyz/@phonner/115284592978726443
115283226929836828,benleis@mathstodon.xyz,2,en,0,1,,https://mathstodon.xyz/@benleis/115283226814912306
115284107213439230,phonner@mathstodon.xyz,0,en,0,0,,https://mathstodon.xyz/@phonner/115284106941266576
115284519327613611,dneary@mathstodon.xyz,2,en,1,0,,https://mathstodon.xyz/@dneary/115284519246748746
115285519797255132,SmartmanApps@dotnet.social,0,en,0,0,,https://dotnet.social/@SmartmanApps/115285519701104151
115282154269403395,oliver_schafeld@mastodon.online,0,en,0,1,,https://mastodon.online/@oliver_schafeld/115282154191207805
115282168030854107,oliver_schafeld@mastodon.online,0,en,0,0,,https://mastodon.online/@oliver_schafeld/115282167897423006
115282123915597918,KOKEdit,0,en,0,0,,https://mastodon.social/@KOKEdit/115282123915597918
115282042608097739,muzicofiel@mastodon.nl,0,en,0,1,ai,https://mastodon.nl/@muzicofiel/115282042498551290
115282046328014131,ErikJonker,0,en,0,0,,https://mastodon.social/@ErikJonker/115282046328014131
115282037707931251,piotrz@techhub.social,0,en,0,0,,https://techhub.social/@piotrz/115282037665892467
115281997645788032,SANKOFAB@zirk.us,1,en,4,0,"tonyblair,technofascism,larryellison,uk,london,liverpool,manchester,ai,tech,tiktok,cdnpoli,africa,europe,technology,law,mastodon,fediverse,BlackFedi,education,privacy,palestine,gaza,stopgenocide,antizionism,china,iran,cuba,venezuela",https://zirk.us/@SANKOFAB/115281997575343162
115281964102053675,keithwilson.eu@bsky.brid.gy,0,en,1,1,"philosophy,ai,philosophyofai",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:3bybp6nqszlhuan2ch2cmv66/post/3lzvjay5pac2i
115281952248420871,keithwilson.eu@bsky.brid.gy,0,en,0,1,,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:3bybp6nqszlhuan2ch2cmv66/post/3lzvj3brih22i
115281965346911770,keithwilson.eu@bsky.brid.gy,0,en,0,0,,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:3bybp6nqszlhuan2ch2cmv66/post/3lzvjbtzp6k2i
115281940771732458,yplog@fosstodon.org,0,en,1,0,cognitiveload,https://fosstodon.org/@yplog/115281940741412882
115281823866138513,remixtures@tldr.nettime.org,3,en,19,1,,https://tldr.nettime.org/@remixtures/115281823684157450
115282955562940898,DavidNielsen,1,en,0,0,,https://mastodon.social/@DavidNielsen/115282955562940898
115281744638106912,uncanny_static@chaos.social,1,en,1,0,,https://chaos.social/@uncanny_static/115281744616373828
115281614139255465,simon_brooke@mastodon.scot,9,en,4,0,"solarpunk,sustainability,climateemergency,ai,capitalist",https://mastodon.scot/@simon_brooke/115281614091064801
115280933834898104,simon_brooke@mastodon.scot,2,en,2,2,,https://mastodon.scot/@simon_brooke/115280933799114153
115280964566465206,markhburton@mstdn.social,2,en,2,2,,https://mstdn.social/@markhburton/115280964526614649
115281032118736602,simon_brooke@mastodon.scot,1,en,1,1,greens,https://mastodon.scot/@simon_brooke/115281032081224139
115281057506683007,markhburton@mstdn.social,0,en,4,1,,https://mstdn.social/@markhburton/115281057429791024
115281073061481233,simon_brooke@mastodon.scot,1,en,0,2,,https://mastodon.scot/@simon_brooke/115281073027135225
115281080592918670,markhburton@mstdn.social,1,en,1,2,,https://mstdn.social/@markhburton/115281080548971597
115281595289598931,simon_brooke@mastodon.scot,1,en,1,1,,https://mastodon.scot/@simon_brooke/115281595252589772
115281599406296947,peteriskrisjanis@toot.lv,1,lv,0,1,,https://toot.lv/@peteriskrisjanis/115281598992552662
115281635987548311,65dBnoise,0,lv,0,1,technofascism,https://mastodon.social/@65dBnoise/115281635987548311
115281651763782979,peteriskrisjanis@toot.lv,1,lv,0,1,,https://toot.lv/@peteriskrisjanis/115281651230519432
115281733063849546,65dBnoise,1,lv,0,1,,https://mastodon.social/@65dBnoise/115281733063849546
115281744272076275,peteriskrisjanis@toot.lv,0,lv,0,1,,https://toot.lv/@peteriskrisjanis/115281743173160832
115282253802995220,65dBnoise,0,lv,0,0,,https://mastodon.social/@65dBnoise/115282253802995220
115282371133114913,Sweetpea46,1,en,0,0,,https://mastodon.social/@Sweetpea46/115282371133114913
115281598618774846,thomasfricke@23.social,3,de,0,1,,https://23.social/@thomasfricke/115281598508781837
115281605180998507,thomasfricke@23.social,3,de,0,1,trump,https://23.social/@thomasfricke/115281605062737832
115282348946915446,musevg@23.social,0,de,0,0,,https://23.social/@musevg/115282348794126566
115281574991457500,dashremover,0,en,0,0,"ai,techdystopia",https://mastodon.social/@dashremover/115281574991457500
115283833477426135,OttovonWenkoff@mastodonczech.cz,0,cs,0,0,,https://mastodonczech.cz/@OttovonWenkoff/115283833382016105
115281470356329227,remixtures@tldr.nettime.org,1,en,0,0,,https://tldr.nettime.org/@remixtures/115281470184244029
115281691686000642,atlovato,1,en,0,0,,https://mastodon.social/@atlovato/115281691686000642
115282400746874422,BillySmith@social.coop,1,en,0,0,,https://social.coop/@BillySmith/115282400688743203
115283133078240011,Justbeep@social.tchncs.de,1,en,0,0,,https://social.tchncs.de/@Justbeep/115283133021314929
115281375543767107,Boerps@nrw.social,0,de,0,0,ai,https://nrw.social/@Boerps/115281375519358031
115281304708778050,lassegismo@lassegismo-social.dnsuser.info,0,en,0,0,,https://lassegismo-social.dnsuser.info/display/125c0079-1968-d905-34ce-878359235272
115281436142104794,OutOfSpace@berlin.social,1,de,0,0,,https://berlin.social/@OutOfSpace/115281436054876918
115281524426981009,maexchen1@nrw.social,1,de,0,0,llm,https://nrw.social/@maexchen1/115281524399178831
115282585385784671,einfachnurRoland@nrw.social,1,de,0,0,,https://nrw.social/@einfachnurRoland/115282585365914497
115284656060597068,Rocket@det.social,0,de,0,0,,https://det.social/@Rocket/115284656025997261
115281292079673212,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,0,"donaldtrump,EpsteinFiles,releaseallunredactedepsteinfiles,crime,humanrights,socialjustice,ClimateJusticeisSocialJustice,ai,corruption,llewelynpritchard,education,CivilResistance,trumpsamerica,president,youtube",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv7pxbkmc2m
115281287911672833,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,1,"senatoradamschiff,donaldtrump,bullyboytrump,GhislaineMaxwell,jeffreyepstein,sextraffickers,children,trumpsepsteinfiles,trumpscoverup",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv7o5n36c2m
115281290430396617,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,1,"imprisontrumpandcronies,impeach,imprisonwarcriminals,epsteinlied,trumpsgovernmentofficialslie,pathocrats,pathocracy,trumplies,patelhideshislies,bondihidesherlies,PeopleDie,jailtime,epstein,jeffreyepstein",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv7pciif22m
115281284481664851,kkarhan@infosec.space,2,en,1,1,"aws,cloud,saas,serverless,techstack,cloudcomputing,ai,toxic,lockineffect,windows,microsoft365,enshittification,gafams,it",https://infosec.space/@kkarhan/115281284425713617
115279881912547430,jackyan,2,en,1,1,,https://mastodon.social/@jackyan/115279881912547430
115279892127246680,kkarhan@infosec.space,1,en,0,1,"clownflare,rogueisp,cloudflare,abusereports",https://infosec.space/@kkarhan/115279892095725134
115279910296672157,kkarhan@infosec.space,1,en,1,1,"clownflare,ddos,useragent,bytespider,MattKC,cloudflare",https://infosec.space/@kkarhan/115279910267984479
115280488567234608,jackyan,2,en,1,1,,https://mastodon.social/@jackyan/115280488567234608
115281145861831090,kkarhan@infosec.space,1,en,0,1,"clownflare,hoster,cloudflare",https://infosec.space/@kkarhan/115281145807260641
115281170955855257,jackyan,3,en,1,2,,https://mastodon.social/@jackyan/115281170955855257
115281213591726545,jackyan,1,en,1,1,,https://mastodon.social/@jackyan/115281213591726545
115281298584364747,jackyan,3,en,3,1,,https://mastodon.social/@jackyan/115281298584364747
115281321039907052,kkarhan@infosec.space,2,en,1,1,"office365,it",https://infosec.space/@kkarhan/115281321002022287
115281331104898051,jackyan,2,en,1,1,,https://mastodon.social/@jackyan/115281331104898051
115281372563783124,kkarhan@infosec.space,2,en,1,1,"it,pc,enshittified,sysadmin,tsv,markdown,text,ooxml,outlook,subscription,addon,thunderbird,email",https://infosec.space/@kkarhan/115281372526968705
115282195139185814,jackyan,1,en,1,1,,https://mastodon.social/@jackyan/115282195139185814
115282771522420521,kkarhan@infosec.space,2,en,0,2,itsec,https://infosec.space/@kkarhan/115282771478242531
115282821769991541,rainyday@infosec.town,1,,1,1,,https://infosec.town/notes/ad7gwd3terxwwso9
115282969439719804,kkarhan@infosec.space,3,de,1,2,,https://infosec.space/@kkarhan/115282969328696775
115283802250661778,rainyday@infosec.town,1,,0,1,,https://infosec.town/notes/ad7pt1sxti1godqv
115283834713602883,kkarhan@infosec.space,1,en,1,1,"gdpr,bdsg",https://infosec.space/@kkarhan/115283834658855244
115283859419033546,rainyday@infosec.town,0,,0,0,,https://infosec.town/notes/ad7qbr2gjzwk3lxt
115283841012594728,jackyan,0,de,0,0,,https://mastodon.social/@jackyan/115283841012594728
115283834764822367,jackyan,0,en,0,0,,https://mastodon.social/@jackyan/115283834764822367
115281243395829302,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,0,"donaldtrump,EpsteinFiles,releaseallunredactedepsteinfiles,crime,humanrights,socialjustice,ClimateJusticeisSocialJustice,ai,corruption,llewelynpritchard,education,CivilResistance,trumpsamerica,president,youtube",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv6zpzq5s2m
115281227720310535,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,1,,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv6sqf4gs2m
115281236729569407,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,1,"senatoradamschiff,leastqualifiedfbidirector,KashPatel,trumpscoverup",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv6wq227k2m
115281239474133970,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,1,"imprisontrumpandcronies,impeach,imprisonwarcriminals,epsteinlied,trumpsgovernmentofficialslie,pathocrats,pathocracy",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv6y3jnhk2m
115281241652719222,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,1,"trumplies,patelhideshislies,bondihidesherlies,PeopleDie,jailtime,epstein,jeffreyepstein",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv6z4vvzs2m
115281234766620537,synapsenkitzler@digitalcourage.social,5,en,0,1,"aibabysitters,ai",https://digitalcourage.social/@synapsenkitzler/115281234728493610
115281780861438370,eaterofsnacks@tilde.zone,3,en,0,0,,https://tilde.zone/@eaterofsnacks/115281780748770126
115281846875087513,hardworm@mastodon.moscow,0,ru,0,1,,https://mastodon.moscow/@hardworm/115281845300647215
115281860376813879,nestab@toot.cat,0,ru,0,1,,https://toot.cat/@nestab/115281860328936149
115281875779963352,hardworm@mastodon.moscow,1,ru,0,0,,https://mastodon.moscow/@hardworm/115281874187553769
115281390635235554,SnowyCA@vivaldi.net,1,en,0,0,,https://social.vivaldi.net/@SnowyCA/115281390550850886
115281179998676921,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,0,"donaldtrump,EpsteinFiles,releaseallunredactedepsteinfiles,crime,humanrights,socialjustice,ClimateJusticeisSocialJustice,ai,corruption,llewelynpritchard,education,CivilResistance,trumpsamerica,president,youtube",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv63gzpd222
115281175474218697,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,1,"GhislaineMaxwell,jeffreyepstein,sextraffickers,children,trumpsepsteinfiles,trumpscoverup",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv5yfucds22
115281179276012363,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,1,"imprisontrumpandcronies,impeach,imprisonwarcriminals,epsteinlied",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv5zn4hmc22
115281174438723218,llewelynpritchard.bsky.social@bsky.brid.gy,0,en,0,0,"trumpsgovernmentofficialslie,pathocrats,pathocracy,trumplies,patelhideshislies,bondihidesherlies,PeopleDie,jailtime,epstein,jeffreyepstein",https://bsky.brid.gy/r/https://bsky.app/profile/did:plc:4sivhpo2an6off6obxrbc3oo/post/3lzv62pjqt222
115283170807443961,pheonix@fosstodon.org,1,en,0,0,,https://fosstodon.org/@pheonix/115283170766844265
115280900493692538,fosserytech@social.linux.pizza,4,en,2,0,"weeklynews,opensource,fossnews,opensourcenews,foss,git,zed,ruby,infrastructure,ollama,calibre,ffmpeg,servo,Immich,rufus,multimedia,penpot,design,webdesign,ai,artificialintelligence,browser,browserengine,freebsd,bsd,os,operatingsystem,development,programming,coding,fosserytech",https://social.linux.pizza/@fosserytech/115280900288740164
115280899233600408,fosserytech@social.linux.pizza,4,en,0,1,"weeklynews,opensource,fossnews,opensourcenews,foss,protonmail,obs,element,zenbrowser,pinta,warzone2100,Odysee,contentcreation,email,chat,videosharing,fosserytech",https://social.linux.pizza/@fosserytech/115280899047403597
115280853750934233,JdeBP@mastodon.scot,0,en,0,0,"uspolitics,elbowsup,PeteHoekstra,greenland,canada,ai",https://mastodon.scot/@JdeBP/115280853733533749
115280766529518570,SoftwareTheron@mas.to,0,en,0,2,,https://mas.to/@SoftwareTheron/115280766497243958
115280824059288070,ChrisMayLA6@zirk.us,0,en,0,1,,https://zirk.us/@ChrisMayLA6/115280824004735596
115280865931817291,SoftwareTheron@mas.to,0,en,0,1,,https://mas.to/@SoftwareTheron/115280865901524178
115280882091463578,ChrisMayLA6@zirk.us,0,en,0,1,,https://zirk.us/@ChrisMayLA6/115280882044070255
115281224595217891,SoftwareTheron@mas.to,1,en,0,0,,https://mas.to/@SoftwareTheron/115281224572737251
115280832005481486,jetlagjen@gts.phillipsuk.org,0,en,0,1,,https://gts.phillipsuk.org/@jetlagjen/statuses/01K67MWM0BTBD1QZGG8046JT9J
115280869457799201,SoftwareTheron@mas.to,1,en,0,0,,https://mas.to/@SoftwareTheron/115280869414602872
115281150376313081,kbm0,2,en,1,1,,https://mastodon.social/@kbm0/115281150376313081
115281158001353110,ChrisMayLA6@zirk.us,1,en,0,1,,https://zirk.us/@ChrisMayLA6/115281157941297643
115281234255378795,kbm0,1,en,0,0,,https://mastodon.social/@kbm0/115281234255378795
115281364796519753,nini@oldbytes.space,1,en,0,0,,https://oldbytes.space/@nini/115281364734559756
115281666229339412,H4Heights@mstdn.social,0,en,0,0,,https://mstdn.social/@H4Heights/115281666179949977
115280723466449922,mandrasch@social.tchncs.de,0,en,0,0,"chatgpt,codex,chatgptcodex,vibecoding,ai,vscode",https://social.tchncs.de/@mandrasch/115280723389846618
115281062068554094,deivudesu,2,en,0,0,,https://mastodon.social/@deivudesu/115281062068554094
115280629991603091,gullevek@famichiki.jp,0,en,0,0,,https://famichiki.jp/@gullevek/115280629894844131
115280660927996568,redhero@famichiki.jp,0,en,0,1,,https://famichiki.jp/@redhero/115280660783536477
115280816142777449,takosix@famichiki.jp,0,en,0,1,,https://famichiki.jp/@takosix/115280816069630314
115281066605354890,deivudesu,1,en,0,0,,https://mastodon.social/@deivudesu/115281066605354890
115280396775244755,itsYasminPhotos,0,en,0,1,ai,https://mastodon.social/@itsYasminPhotos/115280396775244755
115279961508426036,itsYasminPhotos,0,en,1,5,"petcat,gameplay",https://mastodon.social/@itsYasminPhotos/115279961508426036
115280376454647195,itsYasminPhotos,0,en,0,1,hiddenpoke,https://mastodon.social/@itsYasminPhotos/115280376454647195
115280417026802815,itsYasminPhotos,0,en,0,0,competitive,https://mastodon.social/@itsYasminPhotos/115280417026802815
115280159552095447,dashremover,2,en,0,0,"ai,futureofwork,definitelynotafiring",https://mastodon.social/@dashremover/115280159552095447
115280050577416044,miclgael@hachyderm.io,3,en,1,2,,https://hachyderm.io/@miclgael/115280050539731640
115280358433750436,InTheseHeels@mastodon.ie,1,en,1,1,,https://mastodon.ie/@InTheseHeels/115280358408228183
115280554624930758,miclgael@hachyderm.io,0,en,0,3,,https://hachyderm.io/@miclgael/115280554590588663
115280570232836773,InTheseHeels@mastodon.ie,0,en,0,0,,https://mastodon.ie/@InTheseHeels/115280570208162428
115280582763197639,ejstacey@social.joyrex.net,2,en,0,1,,https://social.joyrex.net/@ejstacey/115280582704956047
115280704823633365,miclgael@hachyderm.io,0,en,0,0,,https://hachyderm.io/@miclgael/115280704776037061
115280810943693196,mez@mastodon.nz,2,en,0,1,,https://mastodon.nz/@mez/115280810823394511
115280899601528425,miclgael@hachyderm.io,0,en,0,0,,https://hachyderm.io/@miclgael/115280899565155105
115283139788439307,AngelaScholder@mastodon.energy,1,en,0,0,,https://mastodon.energy/@AngelaScholder/115283139677310650
115280392768880910,Gina@fosstodon.org,4,en,0,1,,https://fosstodon.org/@Gina/115280392693298780
115280402748850218,ScottMGS@justme.masto.host,0,en,0,0,,https://justme.masto.host/@ScottMGS/115280402454139049
115280394556627329,craignicol@glasgow.social,2,en,1,0,,https://glasgow.social/@craignicol/115280394443149552
115280656340562976,mad@freiburg.social,3,en,6,1,,https://freiburg.social/@mad/115280656275832917
115280669975840469,mad@freiburg.social,1,en,1,0,,https://freiburg.social/@mad/115280669915168659
115281012580402458,agbuckley,0,en,0,0,,https://mastodon.social/@agbuckley/115281012580402458
115281197395470756,simonives,0,en,0,0,,https://mastodon.social/@simonives/115281197395470756
115281296847662159,Flussmusik@nrw.social,0,de,0,0,,https://nrw.social/@Flussmusik/115281296830888342
115281572291397681,sparseMatrix@defcon.social,0,en,0,0,,https://defcon.social/@sparseMatrix/115281572268578698
